timestep,question ,action_node_id, bubble_size, bubble_scale, image_name, question, option1, option2
task1_4_2_0-8_trial_144_8,Show me right knee,18,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_9,Show me Right Arm,4,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_10,Show me right wrist,11,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_11,Show me right elbow,10,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_12,Show me left wrist,16,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_13,Show me right shoulder,9,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_14,Show me Left Arm,6,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_15,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_16,Show me right ankle,19,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_17,Show me right elbow,10,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_18,Show me left elbow,15,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_19,Show me left elbow,15,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_20,Show me rigth hip,17,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_21,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_22,Show me Torso,5,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_23,Show me left shoulder,14,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_24,Show me right knee,18,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_25,Show me Right Leg,7,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_26,Show me Lower Body,3,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_27,Show me right knee,18,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_28,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_144_29,Show me left knee,21,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_1,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_2,Show me Full Body,1,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_3,Show me right shoulder,9,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_4,Show me Lower Body,3,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_5,Show me left ankle,22,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_6,Show me left ankle,22,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_7,Show me right shoulder,9,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_8,Show me left elbow,15,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_9,Show me Right Arm,4,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_10,Show me head,12,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_11,Show me rigth hip,17,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_12,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_13,Show me left wrist,16,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_14,Show me left shoulder,14,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_15,Show me right knee,18,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_16,Show me Left Leg,8,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_17,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_18,Show me Right Leg,7,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_19,Show me left ankle,22,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_20,Show me right elbow,10,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_21,Show me right knee,18,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_22,Show me left wrist,16,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_23,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_24,Show me right shoulder,9,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_25,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_26,Show me Left Leg,8,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_27,Show me Left Arm,6,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_28,Show me right knee,18,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_29,Show me left wrist,16,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_30,Show me Left Leg,8,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_31,Show me Full Body,1,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_32,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_33,Show me right wrist,11,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_34,Show me left hip,20,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_145_35,Show me right elbow,10,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_1,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_2,Show me Upper Body,2,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_3,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_4,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_5,Show me Right Leg,7,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_6,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_7,Show me right ankle,19,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_8,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_9,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_10,Show me Left Arm,6,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_11,Show me Lower Body,3,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_12,Show me right shoulder,9,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_13,Show me right elbow,10,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_14,Show me Lower Body,3,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_15,Show me left elbow,15,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_16,Show me rigth hip,17,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_17,Show me right wrist,11,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_18,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_19,Show me head,12,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_20,Show me left ankle,22,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_21,Show me rigth hip,17,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_22,Show me rigth hip,17,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_23,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_146_24,Show me left wrist,16,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_1,Show me right elbow,10,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_2,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_3,Show me neck,13,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_4,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_5,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_6,Show me left elbow,15,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_7,Show me neck,13,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_8,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_9,Show me rigth hip,17,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_10,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_11,Show me right ankle,19,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_12,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_13,Show me Right Leg,7,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_14,Show me Torso,5,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_15,Show me Right Leg,7,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_16,Show me Upper Body,2,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_17,Show me Left Arm,6,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_18,Show me Full Body,1,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_19,Show me right ankle,19,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_20,Show me right shoulder,9,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_21,Show me right shoulder,9,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_22,Show me left ankle,22,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_23,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_24,Show me Right Arm,4,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_25,Show me right knee,18,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_26,Show me left knee,21,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_27,Show me left elbow,15,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_28,Show me Left Leg,8,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_29,Show me right knee,18,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_30,Show me Right Arm,4,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_31,Show me left shoulder,14,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_32,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_33,Show me Left Arm,6,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_34,Show me Left Leg,8,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_35,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_36,Show me left ankle,22,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_37,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_147_38,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_1,Show me Right Leg,7,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_2,Show me left knee,21,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_3,Show me left wrist,16,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_4,Show me right elbow,10,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_5,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_6,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_7,Show me right knee,18,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_8,Show me Right Leg,7,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_9,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_10,Show me left hip,20,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_11,Show me Upper Body,2,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_12,Show me Torso,5,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_13,Show me Right Arm,4,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_14,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_15,Show me right wrist,11,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_16,Show me right ankle,19,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_17,Show me Left Arm,6,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_18,Show me left hip,20,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_19,Show me left ankle,22,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_20,Show me Upper Body,2,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_21,Show me left hip,20,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_22,Show me right elbow,10,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_23,Show me Lower Body,3,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_24,Show me Full Body,1,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_25,Show me Upper Body,2,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_26,Show me Left Leg,8,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_27,Show me Right Leg,7,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_28,Show me left hip,20,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_29,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_30,Show me Torso,5,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_31,Show me head,12,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_32,Show me left elbow,15,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_33,Show me right elbow,10,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_34,Show me head,12,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_35,Show me right elbow,10,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_36,Show me Full Body,1,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_37,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_38,Show me left ankle,22,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_148_39,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_149_1,Show me Right Leg,7,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_149_2,Show me Lower Body,3,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_149_3,Show me left elbow,15,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_149_4,Show me Torso,5,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_149_5,Show me right knee,18,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_150_1,Show me right ankle,19,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_150_2,Show me left wrist,16,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_150_3,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_150_4,Show me left knee,21,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_150_5,Show me Left Leg,8,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_1,Show me right wrist,11,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_2,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_3,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_4,Show me right shoulder,9,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_5,Show me left knee,21,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_6,Show me Lower Body,3,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_7,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_8,Show me rigth hip,17,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_9,Show me head,12,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_10,Show me right shoulder,9,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_11,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_12,Show me right shoulder,9,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_13,Show me left hip,20,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_14,Show me Full Body,1,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_15,Show me Torso,5,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_16,Show me left hip,20,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_17,Show me Right Arm,4,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_18,Show me head,12,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_19,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_20,Show me Right Leg,7,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_21,Show me neck,13,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_22,Show me left wrist,16,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_23,Show me Left Arm,6,2,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_24,Show me head,12,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_25,Show me rigth hip,17,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_26,Show me Right Leg,7,1,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_27,Show me right ankle,19,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_28,Show me Right Arm,4,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_29,Show me left shoulder,14,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_30,Show me left ankle,22,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_31,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_32,Show me left wrist,16,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_33,Show me left elbow,15,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_34,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_35,Show me Right Arm,4,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_36,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_151_37,Show me Torso,5,0,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_152_1,Show me Right Leg,7,2,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_152_2,Show me Left Arm,6,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_152_3,Show me right wrist,11,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_152_4,Show me left hip,20,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_152_5,Show me Upper Body,2,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_152_6,Show me right shoulder,9,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_152_7,Show me left wrist,16,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_152_8,Show me left ankle,22,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_152_9,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_152_10,Show me right shoulder,9,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_153_1,Show me neck,13,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_153_2,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_153_3,Show me Left Leg,8,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_153_4,Show me Right Arm,4,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_153_5,Show me left ankle,22,2,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_153_6,Show me Right Leg,7,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_153_7,Show me left wrist,16,1,2,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_153_8,Show me Right Leg,7,0,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_153_9,Show me left wrist,16,0,1,Task1_4.png,Is the person in the image running or walking?,Running,Walking
task1_4_2_0-8_trial_153_10,Show me right wrist,11,1,0,Task1_4.png,Is the person in the image running or walking?,Running,Walking
