timestep,question ,action_node_id, bubble_size, bubble_scale, image_name, question, option1, option2,body_coords
task1_11_2_0-4_trial_11_2,Show me rigth hip,17,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_11_3,Show me right wrist,11,0,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_11_4,Show me Right Arm,4,0,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_11_5,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_11_6,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_11_7,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_11_2_0-4_trial_12_1,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_12_2,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_12_3,Show me right wrist,11,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_12_4,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_12_5,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_12_6,Show me Upper Body,2,2,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_12_7,Show me right shoulder,9,1,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_12_8,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_12_9,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_12_10,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_12_11,Show me Torso,5,2,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_12_12,Show me right shoulder,9,0,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_11_2_0-4_trial_13_1,Show me Upper Body,2,2,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_13_2,Show me right elbow,10,2,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_13_3,Show me Full Body,1,1,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_13_4,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_13_5,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_13_6,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_13_7,Show me Full Body,1,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_13_8,Show me Right Arm,4,2,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_13_9,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_13_10,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_13_11,Show me left wrist,16,1,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_13_12,Show me left ankle,22,0,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_13_13,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_11_2_0-4_trial_14_1,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_2,Show me right knee,18,0,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_3,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_4,Show me left ankle,22,0,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_5,Show me Right Leg,7,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_6,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_7,Show me left ankle,22,0,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_8,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_9,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_10,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_11,Show me neck,13,2,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_12,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_13,Show me Torso,5,2,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_14,Show me neck,13,1,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_15,Show me Left Arm,6,2,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_16,Show me left knee,21,2,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_17,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_18,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_19,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_20,Show me Torso,5,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_21,Show me right knee,18,2,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_22,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_23,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_24,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_25,Show me right elbow,10,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_26,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_14_27,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_11_2_0-4_trial_15_1,Show me Right Arm,4,0,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_2,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_3,Show me Full Body,1,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_4,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_5,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_6,Show me Left Arm,6,1,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_7,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_8,Show me right elbow,10,2,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_9,Show me right shoulder,9,1,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_10,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_11,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_12,Show me Lower Body,3,0,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_13,Show me Upper Body,2,2,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_14,Show me Torso,5,2,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_15,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_16,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_17,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_18,Show me Right Arm,4,2,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_19,Show me Full Body,1,2,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_20,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_21,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_15_22,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_11_2_0-4_trial_16_1,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_16_2,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_16_3,Show me Full Body,1,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_16_4,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_16_5,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_16_6,Show me right wrist,11,0,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_16_7,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_16_8,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_16_9,Show me left shoulder,14,2,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_16_10,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_16_11,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_16_12,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_16_13,Show me right shoulder,9,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_16_14,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_16_15,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_16_16,Show me Right Arm,4,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_16_17,Show me right shoulder,9,0,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_16_18,Show me right shoulder,9,0,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_16_19,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_11_2_0-4_trial_17_1,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_17_2,Show me right elbow,10,1,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_17_3,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_17_4,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_17_5,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_17_6,Show me Right Arm,4,2,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_17_7,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_17_8,Show me right elbow,10,2,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_17_9,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_17_10,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_17_11,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_17_12,Show me neck,13,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_17_13,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_17_14,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_17_15,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_11_2_0-4_trial_18_1,Show me right wrist,11,2,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_18_2,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_18_3,Show me left ankle,22,1,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_18_4,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_18_5,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_18_6,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_18_7,Show me left wrist,16,1,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_18_8,Show me left knee,21,0,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_18_9,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_18_10,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_18_11,Show me Lower Body,3,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_18_12,Show me left shoulder,14,1,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_18_13,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_18_14,Show me head,12,0,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_18_15,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_18_16,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_18_17,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_11_2_0-4_trial_19_1,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_2,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_3,Show me Lower Body,3,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_4,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_5,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_6,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_7,Show me Right Arm,4,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_8,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_9,Show me Torso,5,0,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_10,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_11,Show me Full Body,1,2,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_12,Show me left shoulder,14,0,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_13,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_14,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_15,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_16,Show me head,12,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_17,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_18,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_19,Show me Torso,5,0,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_20,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_21,Show me right knee,18,2,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_22,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_23,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_24,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_19_25,Show me head,12,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_11_2_0-4_trial_20_1,Show me right ankle,19,1,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_20_2,Show me left elbow,15,2,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_20_3,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_20_4,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_20_5,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_20_6,Show me right elbow,10,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_20_7,Show me left shoulder,14,1,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_20_8,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_20_9,Show me Right Arm,4,0,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_20_10,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_20_11,Show me neck,13,1,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_20_12,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_11_2_0-4_trial_21_1,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_21_2,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_21_3,Show me right ankle,19,1,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_21_4,Show me left knee,21,1,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
task1_11_2_0-4_trial_22_1,Show me Left Leg,8,2,1,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_22_2,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_22_3,Show me Upper Body,2,0,0,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
task1_11_2_0-4_trial_22_4,Show me left wrist,16,1,2,Task1_11.png,Is the person in the image running or walking?,Running,Walking,task1_img11_all_layer_coords.csv
